# hypstar_120243_nonlin_corr_coefs_200903.dat	
# Polynomial coefficients for nonlinearity correction factor	
# Corrected_DN = DN / (c0 + c1 * DN + c2 * DN^2 + ...)	
# Uncertainty related to nonlinearity (percent, k=2):	
# u_VNIR	0.31
# u_SWIR	NA
# row1 - c0, row2 - c1, ...	
#VNIR	SWIR
0.999970241638857	0
-1.97355612973059e-08	0
7.52003474403823e-12	0
-1.16538697691442e-16	0
-2.47525289513263e-20	0
6.27168417398726e-25	0
-4.67525941407155e-30	0
0	0
0	0
0	0
0	0
0	0
0	0
