# hypstar_122304_nonlin_corr_coefs_221227.dat	
# Polynomial coefficients for nonlinearity correction factor	
# Corrected_DN = DN / (c0 + c1 * DN + c2 * DN^2 + ...)	
# Uncertainty related to nonlinearity (percent, k=2):	
# u_VNIR	0.49
# u_SWIR	NA
# row1 - c0, row2 - c1, ...	
#VNIR	SWIR
0.999319196740666	0
5.24095717521712e-07	0
-9.07754306234352e-11	0
6.33046855371501e-15	0
-2.38600918257471e-19	0
4.05259196658131e-24	0
-2.58290840757906e-29	0
0	0
0	0
0	0
0	0
0	0
0	0
