# hypstar_220251_nonlin_corr_coefs_200728.dat	
# Polynomial coefficients for nonlinearity correction factor	
# Corrected_DN = DN / (c0 + c1 * DN + c2 * DN^2 + ...)	
# Uncertainty related to nonlinearity (percent, k=2):	
# u_VNIR	0.45
# u_SWIR	0.14
# row1 - c0, row2 - c1, ...	
#VNIR	SWIR
0.999633470455489	0.999997813590482
2.53996852453046e-07	2.21786453455372e-06
-4.18087419208263e-11	-5.94186977082872e-10
3.19831124784952e-15	1.41687188702024e-13
-1.31625390502964e-19	-2.00767046650358e-17
2.26756339031255e-24	1.70168585594417e-21
-1.43214428142837e-29	-9.11373626681255e-26
0	3.20627183451199e-30
0	-7.52890238435217e-35
0	1.17048320524968e-39
0	-1.15782728048425e-44
0	6.60414258587879e-50
0	-1.65452891578033e-55
