# hypstar_220261_nonlin_corr_coefs_200728.dat	
# Polynomial coefficients for nonlinearity correction factor	
# Corrected_DN = DN / (c0 + c1 * DN + c2 * DN^2 + ...)	
# Uncertainty related to nonlinearity (percent, k=2):	
# u_VNIR	0.33
# u_SWIR	0.07
# row1 - c0, row2 - c1, ...	
#VNIR	SWIR
0.99998010123307	1.00000019852291
-4.02920779870912e-08	-1.01455320436291e-06
1.21210517863128e-11	6.86686285873257e-10
-3.19494732285229e-16	-1.20142901602971e-13
-2.15722786820107e-20	1.17185749547845e-17
6.28606664060226e-25	-7.66075635710601e-22
-5.04095321132479e-30	3.63113058072192e-26
0	-1.26069250428382e-30
0	3.12378291321939e-35
0	-5.29762873000883e-40
0	5.78750963037322e-45
0	-3.64988984698022e-50
0	1.00649415496937e-55
