 Table of rho values created with FFT surfaces and polarized ray tracing as described in
   Mobley, C.D., 2015.  Polarized Reflectance and Transmittance Properties of Wind-blown Sea Surfaces,
   Applied Optics (in review)
 NOTE: This is a preliminary table for use during review of the above paper.
   These rho values are for fully developed seas, sun's direct rays parallel to the wind direction,
   a Rayleigh, single-scattering sky at 550 nm, and wind speeds of 0, 2, 4, 5, 6, 8, 10, 12, 14, and 15 m/s.
   The final table will be placed online once the above paper has been accepted for publication.
 rho is computed from the I components of the Stokes radiance vectors: rho = I(surface reflected)/I(sky) [nondimensional]
 Theta_v is the polar viewing angle measured from 0 at the nadir.
 Phi_v is the azimuthal viewing angle measured from the sun at phi_v = 0
 Looping order is
    wind speed
       sun zenith angle
          theta_v
             phi_v
 Data blocks of 118 theta_v, phi_v, rho(theta_v, phi_v) records on an (f7.1,f9.1,e15.4) format are separated by 
   records giving the wind speed and sun zenith angle on an (12x,f5.1,20x,f5.1) format.
-------------------------------
 Theta_v    Phi_v       rho
-------------------------------
WIND SPEED =  0.0; SUN ZENITH ANGLE =  0.0
   20.0     75.0    1.9770e-002
   20.0     90.0    1.9702e-002
   20.0    105.0    2.0115e-002
   20.0    120.0    2.1003e-002
   20.0    135.0    2.2199e-002
   20.0    150.0    2.3409e-002
   20.0    165.0    2.4306e-002
   20.0    180.0    2.4636e-002
   30.0      0.0    2.2924e-002
   30.0     15.0    2.2646e-002
   30.0     30.0    2.1865e-002
   30.0     45.0    2.0743e-002
   30.0     60.0    1.9570e-002
   30.0     75.0    1.8752e-002
   30.0     90.0    1.8747e-002
   30.0    105.0    1.9897e-002
   30.0    120.0    2.2216e-002
   30.0    135.0    2.5276e-002
   30.0    150.0    2.8317e-002
   30.0    165.0    3.0533e-002
   30.0    180.0    3.1341e-002
   40.0      0.0    2.5945e-002
   40.0     15.0    2.5499e-002
   40.0     30.0    2.4233e-002
   40.0     45.0    2.2389e-002
   40.0     60.0    2.0438e-002
   40.0     75.0    1.9123e-002
   40.0     90.0    1.9359e-002
   40.0    105.0    2.1873e-002
   40.0    120.0    2.6659e-002
   40.0    135.0    3.2736e-002
   40.0    150.0    3.8538e-002
   40.0    165.0    4.2618e-002
   40.0    180.0    4.4074e-002
   50.0      0.0    3.5494e-002
   50.0     15.0    3.4824e-002
   50.0     30.0    3.2905e-002
   50.0     45.0    3.0070e-002
   50.0     60.0    2.7033e-002
   50.0     75.0    2.5039e-002
   50.0     90.0    2.5730e-002
   50.0    105.0    3.0384e-002
   50.0    120.0    3.8761e-002
   50.0    135.0    4.8810e-002
   50.0    150.0    5.7849e-002
   50.0    165.0    6.3896e-002
   50.0    180.0    6.5995e-002
   60.0      0.0    6.4058e-002
   60.0     15.0    6.3072e-002
   60.0     30.0    6.0225e-002
   60.0     45.0    5.5949e-002
   60.0     60.0    5.1278e-002
   60.0     75.0    4.8183e-002
   60.0     90.0    4.9366e-002
   60.0    105.0    5.6756e-002
   60.0    120.0    6.9405e-002
   60.0    135.0    8.3621e-002
   60.0    150.0    9.5598e-002
   60.0    165.0    1.0321e-001
   60.0    180.0    1.0579e-001
   70.0      0.0    1.4662e-001
   70.0     15.0    1.4520e-001
   70.0     30.0    1.4105e-001
   70.0     45.0    1.3469e-001
   70.0     60.0    1.2751e-001
   70.0     75.0    1.2239e-001
   70.0     90.0    1.2336e-001
   70.0    105.0    1.3296e-001
   70.0    120.0    1.4906e-001
   70.0    135.0    1.6623e-001
   70.0    150.0    1.7998e-001
   70.0    165.0    1.8842e-001
   70.0    180.0    1.9122e-001
   80.0      0.0    3.8206e-001
   80.0     15.0    3.8032e-001
   80.0     30.0    3.7516e-001
   80.0     45.0    3.6702e-001
   80.0     60.0    3.5737e-001
   80.0     75.0    3.4959e-001
   80.0     90.0    3.4850e-001
   80.0    105.0    3.5677e-001
   80.0    120.0    3.7160e-001
   80.0    135.0    3.8723e-001
   80.0    150.0    3.9953e-001
   80.0    165.0    4.0700e-001
   80.0    180.0    4.0947e-001
   87.5      0.0    7.8487e-001
   87.5     15.0    7.8390e-001
   87.5     30.0    7.8100e-001
   87.5     45.0    7.7633e-001
   87.5     60.0    7.7057e-001
   87.5     75.0    7.6551e-001
   87.5     90.0    7.6369e-001
   87.5    105.0    7.6647e-001
   87.5    120.0    7.7246e-001
   87.5    135.0    7.7898e-001
   87.5    150.0    7.8418e-001
   87.5    165.0    7.8736e-001
   87.5    180.0    7.8842e-001
WIND SPEED =  0.0; SUN ZENITH ANGLE = 60.0
    0.0      0.0    2.1181e-002
   10.0      0.0    2.1598e-002
   10.0     15.0    2.1524e-002
   10.0     30.0    2.1318e-002
   10.0     45.0    2.1030e-002
   10.0     60.0    2.0733e-002
   10.0     75.0    2.0510e-002
   10.0     90.0    2.0436e-002
   10.0    105.0    2.0551e-002
   10.0    120.0    2.0843e-002
   10.0    135.0    2.1246e-002
   10.0    150.0    2.1656e-002
   10.0    165.0    2.1960e-002
   10.0    180.0    2.2072e-002
   20.0      0.0    2.2401e-002
   20.0     15.0    2.2188e-002
   20.0     30.0    2.1589e-002
   20.0     45.0    2.0728e-002
   20.0     60.0    1.9814e-002
   20.0     75.0    1.9115e-002
   20.0     90.0    1.8905e-002
   20.0    105.0    1.9370e-002
   20.0    120.0    2.0500e-002
   20.0    135.0    2.2055e-002
   20.0    150.0    2.3629e-002
   20.0    165.0    2.4787e-002
   20.0    180.0    2.5212e-002
   30.0      0.0    2.3698e-002
   30.0     15.0    2.3294e-002
   30.0     30.0    2.2145e-002
   30.0     45.0    2.0451e-002
   30.0     60.0    1.8591e-002
   30.0     75.0    1.7136e-002
   30.0     90.0    1.6756e-002
   30.0    105.0    1.7961e-002
   30.0    120.0    2.0759e-002
   30.0    135.0    2.4519e-002
   30.0    150.0    2.8217e-002
   30.0    165.0    3.0867e-002
   30.0    180.0    3.1823e-002
   40.0      0.0    2.6821e-002
   40.0     15.0    2.6175e-002
   40.0     30.0    2.4308e-002
   40.0     45.0    2.1487e-002
   40.0     60.0    1.8290e-002
   40.0     75.0    1.5727e-002
   40.0     90.0    1.5145e-002
   40.0    105.0    1.7634e-002
   40.0    120.0    2.3144e-002
   40.0    135.0    3.0223e-002
   40.0    150.0    3.6833e-002
   40.0    165.0    4.1360e-002
   40.0    180.0    4.2951e-002
   50.0      0.0    3.6001e-002
   50.0     15.0    3.5029e-002
   50.0     30.0    3.2190e-002
   50.0     45.0    2.7795e-002
   50.0     60.0    2.2656e-002
   50.0     75.0    1.8428e-002
   50.0     90.0    1.7541e-002
   50.0    105.0    2.1978e-002
   50.0    120.0    3.1337e-002
   50.0    135.0    4.2647e-002
   50.0    150.0    5.2540e-002
   50.0    165.0    5.8967e-002
   50.0    180.0    6.1160e-002
   60.0      0.0    6.3217e-002
   60.0     15.0    6.1788e-002
   60.0     30.0    5.7562e-002
   60.0     45.0    5.0870e-002
   60.0     60.0    4.2808e-002
   60.0     75.0    3.5958e-002
   60.0     90.0    3.4424e-002
   60.0    105.0    4.1408e-002
   60.0    120.0    5.5567e-002
   60.0    135.0    7.1618e-002
   60.0    150.0    8.4796e-002
   60.0    165.0    9.2963e-002
   60.0    180.0    9.5684e-002
   70.0      0.0    1.4267e-001
   70.0     15.0    1.4063e-001
   70.0     30.0    1.3451e-001
   70.0     45.0    1.2461e-001
   70.0     60.0    1.1232e-001
   70.0     75.0    1.0147e-001
   70.0     90.0    9.8481e-002
   70.0    105.0    1.0795e-001
   70.0    120.0    1.2689e-001
   70.0    135.0    1.4730e-001
   70.0    150.0    1.6330e-001
   70.0    165.0    1.7291e-001
   70.0    180.0    1.7607e-001
   80.0      0.0    3.7387e-001
   80.0     15.0    3.7141e-001
   80.0     30.0    3.6399e-001
   80.0     45.0    3.5174e-001
   80.0     60.0    3.3612e-001
   80.0     75.0    3.2177e-001
   80.0     90.0    3.1670e-001
   80.0    105.0    3.2606e-001
   80.0    120.0    3.4549e-001
   80.0    135.0    3.6593e-001
   80.0    150.0    3.8160e-001
   80.0    165.0    3.9092e-001
   80.0    180.0    3.9397e-001
   87.5      0.0    7.7925e-001
   87.5     15.0    7.7793e-001
   87.5     30.0    7.7392e-001
   87.5     45.0    7.6722e-001
   87.5     60.0    7.5855e-001
   87.5     75.0    7.5039e-001
   87.5     90.0    7.4702e-001
   87.5    105.0    7.5096e-001
   87.5    120.0    7.5978e-001
   87.5    135.0    7.6907e-001
   87.5    150.0    7.7620e-001
   87.5    165.0    7.8045e-001
   87.5    180.0    7.8184e-001
WIND SPEED =  0.0; SUN ZENITH ANGLE = 70.0
    0.0      0.0    2.1202e-002
   10.0      0.0    2.1807e-002
   10.0     15.0    2.1706e-002
   10.0     30.0    2.1429e-002
   10.0     45.0    2.1039e-002
   10.0     60.0    2.0636e-002
   10.0     75.0    2.0330e-002
   10.0     90.0    2.0219e-002
   10.0    105.0    2.0353e-002
   10.0    120.0    2.0714e-002
   10.0    135.0    2.1215e-002
   10.0    150.0    2.1721e-002
   10.0    165.0    2.2094e-002
   10.0    180.0    2.2231e-002
   20.0      0.0    2.3028e-002
   20.0     15.0    2.2739e-002
   20.0     30.0    2.1923e-002
   20.0     45.0    2.0744e-002
   20.0     60.0    1.9474e-002
   20.0     75.0    1.8475e-002
   20.0     90.0    1.8113e-002
   20.0    105.0    1.8618e-002
   20.0    120.0    1.9952e-002
   20.0    135.0    2.1783e-002
   20.0    150.0    2.3607e-002
   20.0    165.0    2.4930e-002
   20.0    180.0    2.5411e-002
   30.0      0.0    2.4819e-002
   30.0     15.0    2.4276e-002
   30.0     30.0    2.2717e-002
   30.0     45.0    2.0384e-002
   30.0     60.0    1.7761e-002
   30.0     75.0    1.5607e-002
   30.0     90.0    1.4825e-002
   30.0    105.0    1.6056e-002
   30.0    120.0    1.9213e-002
   30.0    135.0    2.3412e-002
   30.0    150.0    2.7429e-002
   30.0    165.0    3.0238e-002
   30.0    180.0    3.1236e-002
   40.0      0.0    2.8328e-002
   40.0     15.0    2.7468e-002
   40.0     30.0    2.4959e-002
   40.0     45.0    2.1081e-002
   40.0     60.0    1.6527e-002
   40.0     75.0    1.2622e-002
   40.0     90.0    1.1191e-002
   40.0    105.0    1.3624e-002
   40.0    120.0    1.9633e-002
   40.0    135.0    2.7225e-002
   40.0    150.0    3.4073e-002
   40.0    165.0    3.8628e-002
   40.0    180.0    4.0203e-002
   50.0      0.0    3.7550e-002
   50.0     15.0    3.6277e-002
   50.0     30.0    3.2503e-002
   50.0     45.0    2.6497e-002
   50.0     60.0    1.9156e-002
   50.0     75.0    1.2598e-002
   50.0     90.0    1.0142e-002
   50.0    105.0    1.4390e-002
   50.0    120.0    2.4459e-002
   50.0    135.0    3.6413e-002
   50.0    150.0    4.6518e-002
   50.0    165.0    5.2909e-002
   50.0    180.0    5.5061e-002
   60.0      0.0    6.4060e-002
   60.0     15.0    6.2215e-002
   60.0     30.0    5.6674e-002
   60.0     45.0    4.7623e-002
   60.0     60.0    3.6166e-002
   60.0     75.0    2.5547e-002
   60.0     90.0    2.1430e-002
   60.0    105.0    2.8197e-002
   60.0    120.0    4.3652e-002
   60.0    135.0    6.0916e-002
   60.0    150.0    7.4690e-002
   60.0    165.0    8.3050e-002
   60.0    180.0    8.5808e-002
   70.0      0.0    1.4138e-001
   70.0     15.0    1.3878e-001
   70.0     30.0    1.3090e-001
   70.0     45.0    1.1773e-001
   70.0     60.0    1.0058e-001
   70.0     75.0    8.4202e-002
   70.0     90.0    7.7555e-002
   70.0    105.0    8.7254e-002
   70.0    120.0    1.0888e-001
   70.0    135.0    1.3187e-001
   70.0    150.0    1.4946e-001
   70.0    165.0    1.5986e-001
   70.0    180.0    1.6324e-001
   80.0      0.0    3.6909e-001
   80.0     15.0    3.6604e-001
   80.0     30.0    3.5671e-001
   80.0     45.0    3.4088e-001
   80.0     60.0    3.1982e-001
   80.0     75.0    2.9929e-001
   80.0     90.0    2.9055e-001
   80.0    105.0    3.0127e-001
   80.0    120.0    3.2506e-001
   80.0    135.0    3.4958e-001
   80.0    150.0    3.6792e-001
   80.0    165.0    3.7862e-001
   80.0    180.0    3.8209e-001
   87.5      0.0    7.7548e-001
   87.5     15.0    7.7389e-001
   87.5     30.0    7.6898e-001
   87.5     45.0    7.6058e-001
   87.5     60.0    7.4932e-001
   87.5     75.0    7.3827e-001
   87.5     90.0    7.3343e-001
   87.5    105.0    7.3853e-001
   87.5    120.0    7.5001e-001
   87.5    135.0    7.6171e-001
   87.5    150.0    7.7042e-001
   87.5    165.0    7.7550e-001
   87.5    180.0    7.7715e-001
WIND SPEED =  0.0; SUN ZENITH ANGLE = 80.0
    0.0      0.0    2.1218e-002
   10.0      0.0    2.2023e-002
   10.0     15.0    2.1898e-002
   10.0     30.0    2.1551e-002
   10.0     45.0    2.1067e-002
   10.0     60.0    2.0567e-002
   10.0     75.0    2.0190e-002
   10.0     90.0    2.0050e-002
   10.0    105.0    2.0199e-002
   10.0    120.0    2.0607e-002
   10.0    135.0    2.1166e-002
   10.0    150.0    2.1724e-002
   10.0    165.0    2.2132e-002
   10.0    180.0    2.2280e-002
   20.0      0.0    2.3772e-002
   20.0     15.0    2.3404e-002
   20.0     30.0    2.2366e-002
   20.0     45.0    2.0865e-002
   20.0     60.0    1.9254e-002
   20.0     75.0    1.7988e-002
   20.0     90.0    1.7505e-002
   20.0    105.0    1.8041e-002
   20.0    120.0    1.9491e-002
   20.0    135.0    2.1436e-002
   20.0    150.0    2.3326e-002
   20.0    165.0    2.4669e-002
   20.0    180.0    2.5152e-002
   30.0      0.0    2.6288e-002
   30.0     15.0    2.5598e-002
   30.0     30.0    2.3611e-002
   30.0     45.0    2.0626e-002
   30.0     60.0    1.7255e-002
   30.0     75.0    1.4470e-002
   30.0     90.0    1.3376e-002
   30.0    105.0    1.4633e-002
   30.0    120.0    1.7953e-002
   30.0    135.0    2.2225e-002
   30.0    150.0    2.6176e-002
   30.0    165.0    2.8869e-002
   30.0    180.0    2.9814e-002
   40.0      0.0    3.0510e-002
   40.0     15.0    2.9434e-002
   40.0     30.0    2.6275e-002
   40.0     45.0    2.1342e-002
   40.0     60.0    1.5480e-002
   40.0     75.0    1.0378e-002
   40.0     90.0    8.3069e-003
   40.0    105.0    1.0733e-002
   40.0    120.0    1.6923e-002
   40.0    135.0    2.4461e-002
   40.0    150.0    3.1022e-002
   40.0    165.0    3.5284e-002
   40.0    180.0    3.6742e-002
   50.0      0.0    4.0213e-002
   50.0     15.0    3.8653e-002
   50.0     30.0    3.3992e-002
   50.0     45.0    2.6459e-002
   50.0     60.0    1.7077e-002
   50.0     75.0    8.5070e-003
   50.0     90.0    4.9122e-003
   50.0    105.0    9.1240e-003
   50.0    120.0    1.9465e-002
   50.0    135.0    3.1327e-002
   50.0    150.0    4.1050e-002
   50.0    165.0    4.7088e-002
   50.0    180.0    4.9105e-002
   60.0      0.0    6.6633e-002
   60.0     15.0    6.4426e-002
   60.0     30.0    5.7732e-002
   60.0     45.0    4.6600e-002
   60.0     60.0    3.2180e-002
   60.0     75.0    1.8450e-002
   60.0     90.0    1.2522e-002
   60.0    105.0    1.9339e-002
   60.0    120.0    3.5466e-002
   60.0    135.0    5.2967e-002
   60.0    150.0    6.6600e-002
   60.0    165.0    7.4769e-002
   60.0    180.0    7.7449e-002
   70.0      0.0    1.4268e-001
   70.0     15.0    1.3964e-001
   70.0     30.0    1.3035e-001
   70.0     45.0    1.1454e-001
   70.0     60.0    9.3448e-002
   70.0     75.0    7.2726e-002
   70.0     90.0    6.3573e-002
   70.0    105.0    7.3730e-002
   70.0    120.0    9.7022e-002
   70.0    135.0    1.2121e-001
   70.0    150.0    1.3936e-001
   70.0    165.0    1.4998e-001
   70.0    180.0    1.5342e-001
   80.0      0.0    3.6752e-001
   80.0     15.0    3.6406e-001
   80.0     30.0    3.5335e-001
   80.0     45.0    3.3490e-001
   80.0     60.0    3.0978e-001
   80.0     75.0    2.8465e-001
   80.0     90.0    2.7339e-001
   80.0    105.0    2.8529e-001
   80.0    120.0    3.1201e-001
   80.0    135.0    3.3896e-001
   80.0    150.0    3.5876e-001
   80.0    165.0    3.7019e-001
   80.0    180.0    3.7387e-001
   87.5      0.0    7.7344e-001
   87.5     15.0    7.7167e-001
   87.5     30.0    7.6617e-001
   87.5     45.0    7.5664e-001
   87.5     60.0    7.4357e-001
   87.5     75.0    7.3045e-001
   87.5     90.0    7.2455e-001
   87.5    105.0    7.3054e-001
   87.5    120.0    7.4387e-001
   87.5    135.0    7.5716e-001
   87.5    150.0    7.6687e-001
   87.5    165.0    7.7245e-001
   87.5    180.0    7.7426e-001
WIND SPEED =  0.0; SUN ZENITH ANGLE = 87.5
    0.0      0.0    2.1224e-002
   10.0      0.0    2.2163e-002
   10.0     15.0    2.2023e-002
   10.0     30.0    2.1636e-002
   10.0     45.0    2.1099e-002
   10.0     60.0    2.0550e-002
   10.0     75.0    2.0141e-002
   10.0     90.0    1.9989e-002
   10.0    105.0    2.0143e-002
   10.0    120.0    2.0560e-002
   10.0    135.0    2.1125e-002
   10.0    150.0    2.1682e-002
   10.0    165.0    2.2085e-002
   10.0    180.0    2.2232e-002
   20.0      0.0    2.4352e-002
   20.0     15.0    2.3929e-002
   20.0     30.0    2.2741e-002
   20.0     45.0    2.1034e-002
   20.0     60.0    1.9222e-002
   20.0     75.0    1.7820e-002
   20.0     90.0    1.7289e-002
   20.0    105.0    1.7831e-002
   20.0    120.0    1.9281e-002
   20.0    135.0    2.1182e-002
   20.0    150.0    2.2992e-002
   20.0    165.0    2.4261e-002
   20.0    180.0    2.4715e-002
   30.0      0.0    2.7576e-002
   30.0     15.0    2.6778e-002
   30.0     30.0    2.4485e-002
   30.0     45.0    2.1052e-002
   30.0     60.0    1.7211e-002
   30.0     75.0    1.4088e-002
   30.0     90.0    1.2867e-002
   30.0    105.0    1.4122e-002
   30.0    120.0    1.7383e-002
   30.0    135.0    2.1459e-002
   30.0    150.0    2.5144e-002
   30.0    165.0    2.7621e-002
   30.0    180.0    2.8485e-002
   40.0      0.0    3.2590e-002
   40.0     15.0    3.1359e-002
   40.0     30.0    2.7737e-002
   40.0     45.0    2.2081e-002
   40.0     60.0    1.5389e-002
   40.0     75.0    9.6385e-003
   40.0     90.0    7.3104e-003
   40.0    105.0    9.7128e-003
   40.0    120.0    1.5739e-002
   40.0    135.0    2.2864e-002
   40.0    150.0    2.8941e-002
   40.0    165.0    3.2844e-002
   40.0    180.0    3.4173e-002
   50.0      0.0    4.2986e-002
   50.0     15.0    4.1232e-002
   50.0     30.0    3.5974e-002
   50.0     45.0    2.7443e-002
   50.0     60.0    1.6814e-002
   50.0     75.0    7.1778e-003
   50.0     90.0    3.1363e-003
   50.0    105.0    7.3056e-003
   50.0    120.0    1.7387e-002
   50.0    135.0    2.8652e-002
   50.0    150.0    3.7744e-002
   50.0    165.0    4.3353e-002
   50.0    180.0    4.5222e-002
   60.0      0.0    6.9764e-002
   60.0     15.0    6.7334e-002
   60.0     30.0    5.9936e-002
   60.0     45.0    4.7557e-002
   60.0     60.0    3.1454e-002
   60.0     75.0    1.6164e-002
   60.0     90.0    9.5469e-003
   60.0    105.0    1.6347e-002
   60.0    120.0    3.2236e-002
   60.0    135.0    4.9128e-002
   60.0    150.0    6.2145e-002
   60.0    165.0    6.9919e-002
   60.0    180.0    7.2468e-002
   70.0      0.0    1.4538e-001
   70.0     15.0    1.4212e-001
   70.0     30.0    1.3206e-001
   70.0     45.0    1.1487e-001
   70.0     60.0    9.1764e-002
   70.0     75.0    6.9043e-002
   70.0     90.0    5.8968e-002
   70.0    105.0    6.9248e-002
   70.0    120.0    9.2609e-002
   70.0    135.0    1.1650e-001
   70.0    150.0    1.3430e-001
   70.0    165.0    1.4469e-001
   70.0    180.0    1.4806e-001
   80.0      0.0    3.6840e-001
   80.0     15.0    3.6475e-001
   80.0     30.0    3.5344e-001
   80.0     45.0    3.3383e-001
   80.0     60.0    3.0695e-001
   80.0     75.0    2.7994e-001
   80.0     90.0    2.6779e-001
   80.0    105.0    2.8007e-001
   80.0    120.0    3.0748e-001
   80.0    135.0    3.3482e-001
   80.0    150.0    3.5478e-001
   80.0    165.0    3.6627e-001
   80.0    180.0    3.6998e-001
   87.5      0.0    7.7299e-001
   87.5     15.0    7.7115e-001
   87.5     30.0    7.6545e-001
   87.5     45.0    7.5550e-001
   87.5     60.0    7.4179e-001
   87.5     75.0    7.2793e-001
   87.5     90.0    7.2167e-001
   87.5    105.0    7.2795e-001
   87.5    120.0    7.4186e-001
   87.5    135.0    7.5563e-001
   87.5    150.0    7.6562e-001
   87.5    165.0    7.7135e-001
   87.5    180.0    7.7319e-001
WIND SPEED =  2.0; SUN ZENITH ANGLE =  0.0
    0.0      0.0    2.4479e-003
   10.0      0.0    2.2400e-001
   10.0     15.0    2.2173e-001
   10.0     30.0    2.1533e-001
   10.0     45.0    1.9682e-001
   10.0     60.0    1.8955e-001
   10.0     75.0    1.8198e-001
   10.0     90.0    1.7628e-001
   10.0    105.0    1.7776e-001
   10.0    120.0    1.8841e-001
   10.0    135.0    1.9917e-001
   10.0    150.0    2.1375e-001
   10.0    165.0    2.2060e-001
   10.0    180.0    2.2440e-001
   20.0      0.0    1.6659e-001
   20.0     15.0    1.5308e-001
   20.0     30.0    1.4208e-001
   20.0     45.0    1.1798e-001
   20.0     60.0    1.0526e-001
   20.0     75.0    9.3931e-002
   20.0     90.0    8.9811e-002
   20.0    105.0    8.8375e-002
   20.0    120.0    1.0162e-001
   20.0    135.0    1.2519e-001
   20.0    150.0    1.5331e-001
   20.0    165.0    1.7054e-001
   20.0    180.0    1.7447e-001
   30.0      0.0    7.4822e-002
   30.0     15.0    7.3589e-002
   30.0     30.0    5.6500e-002
   30.0     45.0    4.1577e-002
   30.0     60.0    3.4304e-002
   30.0     75.0    3.2108e-002
   30.0     90.0    3.2587e-002
   30.0    105.0    3.6259e-002
   30.0    120.0    3.9212e-002
   30.0    135.0    4.8016e-002
   30.0    150.0    6.0982e-002
   30.0    165.0    7.1679e-002
   30.0    180.0    7.9605e-002
   40.0      0.0    4.1419e-002
   40.0     15.0    4.0180e-002
   40.0     30.0    3.7796e-002
   40.0     45.0    3.5468e-002
   40.0     60.0    3.3767e-002
   40.0     75.0    3.3616e-002
   40.0     90.0    3.3774e-002
   40.0    105.0    3.3613e-002
   40.0    120.0    3.3760e-002
   40.0    135.0    3.6093e-002
   40.0    150.0    3.8939e-002
   40.0    165.0    4.1064e-002
   40.0    180.0    4.6623e-002
   50.0      0.0    5.8567e-002
   50.0     15.0    5.7135e-002
   50.0     30.0    5.6370e-002
   50.0     45.0    5.5082e-002
   50.0     60.0    5.4030e-002
   50.0     75.0    5.3832e-002
   50.0     90.0    5.4102e-002
   50.0    105.0    5.3938e-002
   50.0    120.0    5.4017e-002
   50.0    135.0    5.5090e-002
   50.0    150.0    5.6369e-002
   50.0    165.0    5.7134e-002
   50.0    180.0    5.8418e-002
   60.0      0.0    1.1375e-001
   60.0     15.0    1.1201e-001
   60.0     30.0    1.1049e-001
   60.0     45.0    1.0914e-001
   60.0     60.0    1.0676e-001
   60.0     75.0    1.0600e-001
   60.0     90.0    1.0480e-001
   60.0    105.0    1.0526e-001
   60.0    120.0    1.0679e-001
   60.0    135.0    1.0915e-001
   60.0    150.0    1.1049e-001
   60.0    165.0    1.1201e-001
   60.0    180.0    1.1375e-001
   70.0      0.0    2.2514e-001
   70.0     15.0    2.2091e-001
   70.0     30.0    2.2360e-001
   70.0     45.0    2.2483e-001
   70.0     60.0    2.2484e-001
   70.0     75.0    2.2566e-001
   70.0     90.0    2.1884e-001
   70.0    105.0    2.2042e-001
   70.0    120.0    2.2484e-001
   70.0    135.0    2.2483e-001
   70.0    150.0    2.2360e-001
   70.0    165.0    2.2091e-001
   70.0    180.0    2.2514e-001
   80.0      0.0    3.3046e-001
   80.0     15.0    3.2724e-001
   80.0     30.0    3.3513e-001
   80.0     45.0    3.4848e-001
   80.0     60.0    3.6639e-001
   80.0     75.0    3.7830e-001
   80.0     90.0    3.6960e-001
   80.0    105.0    3.6594e-001
   80.0    120.0    3.6639e-001
   80.0    135.0    3.4848e-001
   80.0    150.0    3.3513e-001
   80.0    165.0    3.2724e-001
   80.0    180.0    3.3046e-001
   87.5      0.0    3.3550e-001
   87.5     15.0    3.4021e-001
   87.5     30.0    3.5023e-001
   87.5     45.0    3.6913e-001
   87.5     60.0    3.8800e-001
   87.5     75.0    4.1948e-001
   87.5     90.0    4.1657e-001
   87.5    105.0    4.0832e-001
   87.5    120.0    3.8800e-001
   87.5    135.0    3.6913e-001
   87.5    150.0    3.5023e-001
   87.5    165.0    3.4021e-001
   87.5    180.0    3.3550e-001
WIND SPEED =  2.0; SUN ZENITH ANGLE = 10.0
    0.0      0.0    2.2240e-001
   10.0      0.0    8.8359e-004
   10.0     15.0    1.6160e-001
   10.0     30.0    1.7688e-001
   10.0     45.0    1.7446e-001
   10.0     60.0    1.7440e-001
   10.0     75.0    1.7059e-001
   10.0     90.0    1.6875e-001
   10.0    105.0    1.6554e-001
   10.0    120.0    1.6786e-001
   10.0    135.0    1.7304e-001
   10.0    150.0    1.6537e-001
   10.0    165.0    1.8373e-001
   10.0    180.0    1.7566e-001
   20.0      0.0    2.3254e-001
   20.0     15.0    2.1181e-001
   20.0     30.0    1.6965e-001
   20.0     45.0    1.2517e-001
   20.0     60.0    8.8167e-002
   20.0     75.0    7.2698e-002
   20.0     90.0    6.0461e-002
   20.0    105.0    6.2775e-002
   20.0    120.0    6.1273e-002
   20.0    135.0    6.5732e-002
   20.0    150.0    6.6650e-002
   20.0    165.0    6.8246e-002
   20.0    180.0    7.2833e-002
   30.0      0.0    1.9698e-001
   30.0     15.0    1.4903e-001
   30.0     30.0    8.5643e-002
   30.0     45.0    4.9761e-002
   30.0     60.0    3.4640e-002
   30.0     75.0    3.0538e-002
   30.0     90.0    2.8963e-002
   30.0    105.0    2.8359e-002
   30.0    120.0    3.0688e-002
   30.0    135.0    3.3135e-002
   30.0    150.0    3.2009e-002
   30.0    165.0    3.3469e-002
   30.0    180.0    4.0462e-002
   40.0      0.0    9.6098e-002
   40.0     15.0    7.2225e-002
   40.0     30.0    4.0949e-002
   40.0     45.0    3.2363e-002
   40.0     60.0    3.1763e-002
   40.0     75.0    3.2030e-002
   40.0     90.0    3.2399e-002
   40.0    105.0    3.3409e-002
