# hypstar_220261_nonlin_corr_coefs_210715.dat	
# Polynomial coefficients for nonlinearity correction factor	
# Corrected_DN = DN / (c0 + c1 * DN + c2 * DN^2 + ...)	
# Uncertainty related to nonlinearity (percent, k=2):	
# u_VNIR	0.39
# u_SWIR	0.07
# row1 - c0, row2 - c1, ...	
#VNIR	SWIR
0.999697597157096	0.999995549168587
1.90260784256575e-07	2.79594249421723e-06
-3.10037069283474e-11	-1.13176601893112e-09
2.79319913389148e-15	2.96460116544728e-13
-1.24240585897664e-19	-4.25084371135814e-17
2.19849510739886e-24	3.61438988594908e-21
-1.40440339841908e-29	-1.94620546669726e-25
0	6.89681513345941e-30
0	-1.63191715048995e-34
0	2.55462520255926e-39
0	-2.54092588559516e-44
0	1.45474476048248e-49
0	-3.65108846863795e-55
