# hypstar_220241_radcal_L_200728.dat							
# L [mW m-2 nm-1 sr-1] = DN / inttime * 1000 * cal_coef							
# vnir_wl	vnir_cal_coef	vnir_u_sys(k=2)	vnir_u_rnd(k=2)	swir_wl	swir_cal_coef	swir_u_sys(k=2)	swir_u_rnd(k=2)
214.5	0	0	0	1257.1	0.000107024330201621	0	0
215	0	0	0	1260.3	0.000106674612367592	0	0
215.4	0	0	0	1263.6	0.000106164590431699	0	0
215.8	0	0	0	1266.8	0.00010546748281697	0	0
216.3	0	0	0	1270.1	0.000104556372780278	0	0
216.7	0	0	0	1273.3	0.000103775176736043	0	0
217.2	0	0	0	1276.6	0.000102995787029106	0	0
217.6	0	0	0	1279.8	0.000102193729204663	0	0
218	0	0	0	1283	0.000101417898373908	0	0
218.5	0	0	0	1286.3	0.000100825609629957	0	0
218.9	0	0	0	1289.5	0.000100276289126981	0	0
219.4	0	0	0	1292.7	9.9607639028658e-05	0	0
219.8	0	0	0	1295.9	9.88506637666906e-05	0	0
220.2	0	0	0	1299.1	9.82898521421604e-05	0	0
220.7	0	0	0	1302.3	9.76397016945253e-05	0	0
221.1	0	0	0	1305.5	9.71050653723857e-05	0	0
221.6	0	0	0	1308.7	9.673875472144e-05	0	0
222	0	0	0	1311.9	9.64541421848813e-05	0	0
222.4	0	0	0	1315.1	9.61353355298013e-05	0	0
222.9	0	0	0	1318.3	9.587317404042e-05	0	0
223.3	0	0	0	1321.5	9.55959892039792e-05	0	0
223.8	0	0	0	1324.6	9.50677410923561e-05	0	0
224.2	0	0	0	1327.8	9.44869148506984e-05	0	0
224.6	0	0	0	1331	9.37454176936917e-05	0	0
225.1	0	0	0	1334.2	9.31071462441188e-05	0	0
225.5	0	0	0	1337.3	9.26704749532378e-05	0	0
226	0	0	0	1340.5	9.24045643048512e-05	0	0
226.4	0	0	0	1343.6	9.25403242325625e-05	0	0
226.8	0	0	0	1346.8	9.30508033202208e-05	0	0
227.3	0	0	0	1349.9	9.42263651175078e-05	0	0
227.7	0	0	0	1353	9.55290089737598e-05	0	0
228.2	0	0	0	1356.2	9.68965100670619e-05	0	0
228.6	0	0	0	1359.3	9.81498666296818e-05	0	0
229	0	0	0	1362.4	9.86509971334567e-05	0	0
229.5	0	0	0	1365.6	9.86631876641133e-05	0	0
229.9	0	0	0	1368.7	9.81464712095541e-05	0	0
230.4	0	0	0	1371.8	9.79650204387917e-05	0	0
230.8	0	0	0	1374.9	9.83382041743807e-05	0	0
231.3	0	0	0	1378	9.99614161229805e-05	0	0
231.7	0	0	0	1381.1	0.000101639430111697	0	0
232.1	0	0	0	1384.2	0.000102281096223158	0	0
232.6	0	0	0	1387.3	0.000101951367159926	0	0
233	0	0	0	1390.4	0.000102051177952034	0	0
233.5	0	0	0	1393.5	0.000102493394610192	0	0
233.9	0	0	0	1396.5	0.000103177709012824	0	0
234.4	0	0	0	1399.6	0.000103159729326091	0	0
234.8	0	0	0	1402.7	0.000103279095116072	0	0
235.2	0	0	0	1405.8	0.000102667032507621	0	0
235.7	0	0	0	1408.8	0.000102222231013681	0	0
236.1	0	0	0	1411.9	0.000101758215860522	0	0
236.6	0	0	0	1414.9	0.00010123617702703	0	0
237	0	0	0	1418	0.000100757114141758	0	0
237.4	0	0	0	1421	0.000100310181257396	0	0
237.9	0	0	0	1424	9.99946918216629e-05	0	0
238.3	0	0	0	1427.1	9.96955414202305e-05	0	0
238.8	0	0	0	1430.1	9.9452339770137e-05	0	0
239.2	0	0	0	1433.1	9.93510452112432e-05	0	0
239.7	0	0	0	1436.2	9.91468119139048e-05	0	0
240.1	0	0	0	1439.2	9.88973061164326e-05	0	0
240.6	0	0	0	1442.2	9.88519442604686e-05	0	0
241	0	0	0	1445.2	9.88025419364125e-05	0	0
241.4	0	0	0	1448.2	9.85909329469628e-05	0	0
241.9	0	0	0	1451.2	9.85682191920986e-05	0	0
242.3	0	0	0	1454.2	9.85788559341378e-05	0	0
242.8	0	0	0	1457.2	9.87815555965193e-05	0	0
243.2	0	0	0	1460.1	9.89774169317855e-05	0	0
243.7	0	0	0	1463.1	9.93215029016144e-05	0	0
244.1	0	0	0	1466.1	9.97160066268004e-05	0	0
244.5	0	0	0	1469.1	9.97530501499159e-05	0	0
245	0	0	0	1472	0.000100198972471369	0	0
245.4	0	0	0	1475	0.000100348542702603	0	0
245.9	0	0	0	1477.9	0.000100408006174832	0	0
246.3	0	0	0	1480.9	0.000100730533608279	0	0
246.8	0	0	0	1483.8	0.000100853039058513	0	0
247.2	0	0	0	1486.8	0.000101014862989563	0	0
247.7	0	0	0	1489.7	0.000101293892327864	0	0
248.1	0	0	0	1492.6	0.000101528846960615	0	0
248.5	0	0	0	1495.6	0.000101742742844594	0	0
249	0	0	0	1498.5	0.000102085315508994	0	0
249.4	0	0	0	1501.4	0.00010240198251163	0	0
249.9	0	0	0	1504.3	0.000102960331584874	0	0
250.3	3.12852430425582e-05	0	0	1507.2	0.000103396881190903	0	0
250.8	3.37031506865477e-05	0	0	1510.1	0.000103671246063525	0	0
251.2	3.20631363967379e-05	0	0	1513	0.000103981159327244	0	0
251.7	3.450704498408e-05	0	0	1515.9	0.00010435374505246	0	0
252.1	3.62062198848789e-05	0	0	1518.8	0.000105016885448693	0	0
252.6	3.58851750469305e-05	0	0	1521.7	0.00010529671104976	0	0
253	3.61008791624635e-05	0	0	1524.6	0.000105770054574674	0	0
253.4	3.70593334143095e-05	0	0	1527.4	0.000106052208192114	0	0
253.9	4.04223639483754e-05	0	0	1530.3	0.000106390969101774	0	0
254.3	3.9682180483043e-05	0	0	1533.2	0.000106959107307488	0	0
254.8	4.1359884992435e-05	0	0	1536	0.000107379023668423	0	0
255.2	4.13921195041543e-05	0	0	1538.9	0.000107811367954922	0	0
255.7	4.44744259493677e-05	0	0	1541.7	0.000108346883451436	0	0
256.1	4.46534877938084e-05	0	0	1544.6	0.000108831252937872	0	0
256.6	4.58112876904694e-05	0	0	1547.4	0.000109264124270292	0	0
257	4.69211282380389e-05	0	0	1550.2	0.000110012230260284	0	0
257.5	4.65834810899696e-05	0	0	1553.1	0.000110397547530925	0	0
257.9	4.8272221155127e-05	0	0	1555.9	0.000110823593287993	0	0
258.4	4.81315754560189e-05	0	0	1558.7	0.00011134146559252	0	0
258.8	5.10129809035428e-05	0	0	1561.5	0.000111907485706703	0	0
259.2	5.3283673084905e-05	0	0	1564.3	0.000112544975138055	0	0
259.7	5.31861244587301e-05	0	0	1567.1	0.000113135965978053	0	0
260.1	5.58838071201802e-05	0	0	1569.9	0.000113736465020092	0	0
260.6	5.36037647267112e-05	0	0	1572.7	0.000114376688310659	0	0
261	5.74542760358106e-05	0	0	1575.5	0.000114925945372689	0	0
261.5	5.76934019122025e-05	0	0	1578.3	0.000115657266841291	0	0
261.9	5.91228854091229e-05	0	0	1581	0.000116598524738671	0	0
262.4	6.22696629344797e-05	0	0	1583.8	0.000117299791852382	0	0
262.8	6.36655508323815e-05	0	0	1586.6	0.000117983049771782	0	0
263.3	6.23324476725075e-05	0	0	1589.3	0.000118963271108663	0	0
263.7	6.79399030896904e-05	0	0	1592.1	0.000119787635910473	0	0
264.2	6.57954114555551e-05	0	0	1594.8	0.00012078802485536	0	0
264.6	7.05637327651655e-05	0	0	1597.6	0.00012147661071458	0	0
265.1	6.83741792461915e-05	0	0	1600.3	0.000122968799123541	0	0
265.5	7.24995814183264e-05	0	0	1603	0.000123669146207055	0	0
266	7.01160600125142e-05	0	0	1605.8	0.000124950832064619	0	0
266.4	7.21827595584088e-05	0	0	1608.5	0.000125523763781938	0	0
266.9	7.34699961072096e-05	0	0	1611.2	0.000126751374095716	0	0
267.3	7.64853721666714e-05	0	0	1613.9	0.000127813634711572	0	0
267.8	7.82516096254341e-05	0	0	1616.6	0.000128898082773535	0	0
268.2	7.84565257962491e-05	0	0	1619.3	0.000130081831314684	0	0
268.7	8.39941114237313e-05	0	0	1622	0.000131612252554196	0	0
269.1	8.34615619274581e-05	0	0	1624.7	0.000132845876591273	0	0
269.5	8.91102469175233e-05	0	0	1627.4	0.000134339526530595	0	0
270	8.73068960024279e-05	0	0	1630.1	0.000136227383342734	0	0
270.4	8.76948432086885e-05	0	0	1632.7	0.00013846300322267	0	0
270.9	9.32891098961216e-05	0	0	1635.4	0.000141222625430626	0	0
271.3	9.18390452629362e-05	0	0	1638.1	0.000144354839322435	0	0
271.8	9.46189598763511e-05	0	0	1640.7	0.000148941108309882	0	0
272.2	9.6181750418491e-05	0	0	1643.4	0.000155603638443729	0	0
272.7	0.000100070451601401	0	0	1646	0.000164237071124056	0	0
273.1	9.98038675961089e-05	0	0	1648.6	0.000176624590571782	0	0
273.6	0.000105616103412514	0	0	1651.3	0.000193843062923734	0	0
274	0.000103875186076086	0	0	1653.9	0.000216545258010118	0	0
274.5	0.000107002025336693	0	0	1656.5	0.000246678592866407	0	0
274.9	0.000112104492938887	0	0	1659.1	0.000283894761573367	0	0
275.4	0.000112634206029243	0	0	1661.7	0.00033081340083039	0	0
275.8	0.000112954942443143	0	0	1664.4	0.000386460282686287	0	0
276.3	0.000116832838381884	0	0	1667	0.00045144114979459	0	0
276.7	0.000113553092365557	0	0	1669.5	0.000525319393670627	0	0
277.2	0.000120065454855282	0	0	1672.1	0.000610472593307038	0	0
277.6	0.000124639484760647	0	0	1674.7	0.000707671724057797	0	0
278.1	0.000121323291273875	0	0	1677.3	0.000815788360533376	0	0
278.5	0.000124370555844929	0	0	1679.9	0.00094253074854598	0	0
279	0.000129229069121961	0	0	0	0	0	0
279.4	0.000133769476846621	0	0	0	0	0	0
279.9	0.000128441515136115	0	0	0	0	0	0
280.3	0.000136253896022727	0	0	0	0	0	0
280.8	0.000139969506852507	0	0	0	0	0	0
281.2	0.000143060002519935	0	0	0	0	0	0
281.7	0.000139920260691117	0	0	0	0	0	0
282.1	0.000146028525010402	0	0	0	0	0	0
282.6	0.000146947378338547	0	0	0	0	0	0
283	0.000146498477409727	0	0	0	0	0	0
283.5	0.000146759588665121	0	0	0	0	0	0
283.9	0.000155404596705801	0	0	0	0	0	0
284.4	0.00015706716716669	0	0	0	0	0	0
284.9	0.000166763273807927	0	0	0	0	0	0
285.3	0.00016461558623112	0	0	0	0	0	0
285.8	0.000163415778426976	0	0	0	0	0	0
286.2	0.00017469665902679	0	0	0	0	0	0
286.7	0.000171992011222072	0	0	0	0	0	0
287.1	0.000169760353836378	0	0	0	0	0	0
287.6	0.000177390432582209	0	0	0	0	0	0
288	0.000177110616791693	0	0	0	0	0	0
288.5	0.000180485129769162	0	0	0	0	0	0
288.9	0.00018194957779366	0	0	0	0	0	0
289.4	0.000185468806286207	0	0	0	0	0	0
289.8	0.000186692864094884	0	0	0	0	0	0
290.3	0.000191425150692449	0	0	0	0	0	0
290.7	0.000198776906551582	0	0	0	0	0	0
291.2	0.0002025288507612	0	0	0	0	0	0
291.6	0.000197115915154086	0	0	0	0	0	0
292.1	0.000205644409552223	0	0	0	0	0	0
292.5	0.000209221719738904	0	0	0	0	0	0
293	0.000209008456891645	0	0	0	0	0	0
293.4	0.000205806505016962	0	0	0	0	0	0
293.9	0.000209238713104334	0	0	0	0	0	0
294.3	0.000212646411104269	0	0	0	0	0	0
294.8	0.000216741164302038	0	0	0	0	0	0
295.3	0.000220760174705005	0	0	0	0	0	0
295.7	0.000216605409548006	0	0	0	0	0	0
296.2	0.00022473193915627	0	0	0	0	0	0
296.6	0.000232153817086862	0	0	0	0	0	0
297.1	0.000226858543987841	0	0	0	0	0	0
297.5	0.000226430392115752	0	0	0	0	0	0
298	0.000227035040435076	0	0	0	0	0	0
298.4	0.000232142020273219	0	0	0	0	0	0
298.9	0.000236122976355869	0	0	0	0	0	0
299.3	0.000235453846224983	0	0	0	0	0	0
299.8	0.000239484309664276	0	0	0	0	0	0
300.2	0.000237076990369574	0	0	0	0	0	0
300.7	0.000238795030025675	0	0	0	0	0	0
301.2	0.00023790834011989	0	0	0	0	0	0
301.6	0.000238046349085893	0	0	0	0	0	0
302.1	0.000240482234596192	0	0	0	0	0	0
302.5	0.000235039553698211	0	0	0	0	0	0
303	0.000245131952518887	0	0	0	0	0	0
303.4	0.000240911085071298	0	0	0	0	0	0
303.9	0.000233447105403859	0	0	0	0	0	0
304.3	0.000241012886090597	0	0	0	0	0	0
304.8	0.000242838187577768	0	0	0	0	0	0
305.2	0.000240906050194576	0	0	0	0	0	0
305.7	0.000238926977098013	0	0	0	0	0	0
306.2	0.000235058680309945	0	0	0	0	0	0
306.6	0.000242412909943135	0	0	0	0	0	0
307.1	0.000238517203084932	0	0	0	0	0	0
307.5	0.000239256315142058	0	0	0	0	0	0
308	0.000232054130581274	0	0	0	0	0	0
308.4	0.000232285455498987	0	0	0	0	0	0
308.9	0.000235447230433017	0	0	0	0	0	0
309.3	0.000238145089519497	0	0	0	0	0	0
309.8	0.000233081643225242	0	0	0	0	0	0
310.3	0.000237206829724713	0	0	0	0	0	0
310.7	0.000236118604105849	0	0	0	0	0	0
311.2	0.000233727841166006	0	0	0	0	0	0
311.6	0.000232451725447941	0	0	0	0	0	0
312.1	0.000238636881698034	0	0	0	0	0	0
312.5	0.000233668245749853	0	0	0	0	0	0
313	0.000240947963017599	0	0	0	0	0	0
313.4	0.000234509855971164	0	0	0	0	0	0
313.9	0.000234402032157723	0	0	0	0	0	0
314.4	0.000239843810964126	0	0	0	0	0	0
314.8	0.000236096843501307	0	0	0	0	0	0
315.3	0.000244507200626083	0	0	0	0	0	0
315.7	0.000241437202115469	0	0	0	0	0	0
316.2	0.000245262661923803	0	0	0	0	0	0
316.6	0.000236870794409974	0	0	0	0	0	0
317.1	0.000240505522648047	0	0	0	0	0	0
317.6	0.000241685720737892	0	0	0	0	0	0
318	0.000246097373756731	0	0	0	0	0	0
318.5	0.000242248647537208	0	0	0	0	0	0
318.9	0.000244360490108502	0	0	0	0	0	0
319.4	0.000242386965569329	0	0	0	0	0	0
319.8	0.000239723786908345	0	0	0	0	0	0
320.3	0.000243382027987766	0	0	0	0	0	0
320.8	0.000241773528153648	0	0	0	0	0	0
321.2	0.000242120328646597	0	0	0	0	0	0
321.7	0.000245729573715017	0	0	0	0	0	0
322.1	0.000245025354643516	0	0	0	0	0	0
322.6	0.000244307325548505	0	0	0	0	0	0
323	0.00024620764891672	0	0	0	0	0	0
323.5	0.000247151583195965	0	0	0	0	0	0
324	0.000243563653148663	0	0	0	0	0	0
324.4	0.000249434781213421	0	0	0	0	0	0
324.9	0.000252768911837876	0	0	0	0	0	0
325.3	0.00024740729389273	0	0	0	0	0	0
325.8	0.000252860738605303	0	0	0	0	0	0
326.2	0.000255345506681669	0	0	0	0	0	0
326.7	0.000249819246760737	0	0	0	0	0	0
327.2	0.000254885389835596	0	0	0	0	0	0
327.6	0.000255201198735804	0	0	0	0	0	0
328.1	0.000255508708150969	0	0	0	0	0	0
328.5	0.000257941733052958	0	0	0	0	0	0
329	0.000260974781096783	0	0	0	0	0	0
329.5	0.000261772725122096	0	0	0	0	0	0
329.9	0.000259525091866884	0	0	0	0	0	0
330.4	0.00026579168731344	0	0	0	0	0	0
330.8	0.000265376685462197	0	0	0	0	0	0
331.3	0.000266795827823726	0	0	0	0	0	0
331.8	0.000264915725479381	0	0	0	0	0	0
332.2	0.000269107796822967	0	0	0	0	0	0
332.7	0.000266683986848815	0	0	0	0	0	0
333.1	0.000266937297414961	0	0	0	0	0	0
333.6	0.000266982869834712	0	0	0	0	0	0
334	0.000266327482739244	0	0	0	0	0	0
334.5	0.000266256525640933	0	0	0	0	0	0
335	0.000265970421178112	0	0	0	0	0	0
335.4	0.000262387080798901	0	0	0	0	0	0
335.9	0.000262406337452264	0	0	0	0	0	0
336.3	0.000259877889504232	0	0	0	0	0	0
336.8	0.000259753158694016	0	0	0	0	0	0
337.3	0.000261648169268064	0	0	0	0	0	0
337.7	0.000256583040775726	0	0	0	0	0	0
338.2	0.000255509091529269	0	0	0	0	0	0
338.6	0.0002534967196362	0	0	0	0	0	0
339.1	0.000253350037001981	0	0	0	0	0	0
339.6	0.000250298973243043	0	0	0	0	0	0
340	0.000250547647760021	0	0	0	0	0	0
340.5	0.000247628226932162	0	0	0	0	0	0
340.9	0.000245460639720653	0	0	0	0	0	0
341.4	0.000244786529428425	0	0	0	0	0	0
341.9	0.000244621867221543	0	0	0	0	0	0
342.3	0.00024272511152583	0	0	0	0	0	0
342.8	0.000238471012736749	0	0	0	0	0	0
343.3	0.000242444233434923	0	0	0	0	0	0
343.7	0.000238200298407118	0	0	0	0	0	0
344.2	0.000238558587930023	0	0	0	0	0	0
344.6	0.000236482286862703	0	0	0	0	0	0
345.1	0.000236719325617309	0	0	0	0	0	0
345.6	0.000234937373596875	0	0	0	0	0	0
346	0.000233903529274397	0	0	0	0	0	0
346.5	0.000235713695339215	0	0	0	0	0	0
346.9	0.000231524688779973	0	0	0	0	0	0
347.4	0.000231101888497294	0	0	0	0	0	0
347.9	0.000233347995212969	0	0	0	0	0	0
348.3	0.000231406129257442	0	0	0	0	0	0
348.8	0.0002320971714029	0	0	0	0	0	0
349.3	0.000231453989603553	0	0	0	0	0	0
349.7	0.000230288680791694	0	0	0	0	0	0
350.2	0.000231510010988728	0	0	0	0	0	0
350.6	0.000230601073513484	0	0	0	0	0	0
351.1	0.000229303450484633	0	0	0	0	0	0
351.6	0.000228324108687975	0	0	0	0	0	0
352	0.000223806985763267	0	0	0	0	0	0
352.5	0.000222141507738838	0	0	0	0	0	0
352.9	0.000223586878007576	0	0	0	0	0	0
353.4	0.000223693173700542	0	0	0	0	0	0
353.9	0.000225217616474135	0	0	0	0	0	0
354.3	0.000224343660029343	0	0	0	0	0	0
354.8	0.000226094710017482	0	0	0	0	0	0
355.3	0.000226479551858025	0	0	0	0	0	0
355.7	0.000228387276475093	0	0	0	0	0	0
356.2	0.000227909054155233	0	0	0	0	0	0
356.7	0.000227083295485617	0	0	0	0	0	0
357.1	0.000225830395692744	0	0	0	0	0	0
357.6	0.000223825739276436	0	0	0	0	0	0
358	0.000220984796506258	0	0	0	0	0	0
358.5	0.000220613889370258	0	0	0	0	0	0
359	0.000221336053284333	0	0	0	0	0	0
359.4	0.000220265894009972	0	0	0	0	0	0
359.9	0.000222844308721697	0	0	0	0	0	0
360.4	0.000222085707967121	0	0	0	0	0	0
360.8	0.000222728622869431	0	0	0	0	0	0
361.3	0.000219819515893824	0	0	0	0	0	0
361.7	0.000216810206009406	0	0	0	0	0	0
362.2	0.000214542235461273	0	0	0	0	0	0
362.7	0.000213002324977076	0	0	0	0	0	0
363.1	0.000211538676991209	0	0	0	0	0	0
363.6	0.00020981857003514	0	0	0	0	0	0
364.1	0.000211275159942091	0	0	0	0	0	0
364.5	0.000210445744188683	0	0	0	0	0	0
365	0.000209940724868158	0	0	0	0	0	0
365.5	0.000212008775563789	0	0	0	0	0	0
365.9	0.000213612330932834	0	0	0	0	0	0
366.4	0.000215746542665022	0	0	0	0	0	0
366.9	0.000216271625249565	0	0	0	0	0	0
367.3	0.000220976219647402	0	0	0	0	0	0
367.8	0.000225204640214795	0	0	0	0	0	0
368.2	0.000228342312531195	0	0	0	0	0	0
368.7	0.000236077451174249	0	0	0	0	0	0
369.2	0.00024113299849593	0	0	0	0	0	0
369.6	0.000244182838871307	0	0	0	0	0	0
370.1	0.000243637450779726	0	0	0	0	0	0
370.6	0.000245154721828009	0	0	0	0	0	0
371	0.00024116181393471	0	0	0	0	0	0
371.5	0.000240652226823539	0	0	0	0	0	0
372	0.000236062194496761	0	0	0	0	0	0
372.4	0.000231389176763478	0	0	0	0	0	0
372.9	0.000228695641770721	0	0	0	0	0	0
373.4	0.000225264366885009	0	0	0	0	0	0
373.8	0.000221563433282778	0	0	0	0	0	0
374.3	0.000220463063716376	0	0	0	0	0	0
374.8	0.000216675783213068	0	0	0	0	0	0
375.2	0.000214088751527107	0	0	0	0	0	0
375.7	0.000210479050324829	0	0	0	0	0	0
376.2	0.000206122823719907	0	0	0	0	0	0
376.6	0.000204566877620345	0	0	0	0	0	0
377.1	0.000202445982215366	0	0	0	0	0	0
377.6	0.000198428869137974	0	0	0	0	0	0
378	0.000195889243807116	0	0	0	0	0	0
378.5	0.000192794483663647	0	0	0	0	0	0
379	0.000192869754572111	0	0	0	0	0	0
379.4	0.00019331565575965	0	0	0	0	0	0
379.9	0.000195998511721746	0	0	0	0	0	0
380.4	0.000193671213572208	0	0	0	0	0	0
380.8	0.00019395371014664	0	0	0	0	0	0
381.3	0.000192451886792724	0	0	0	0	0	0
381.8	0.000190861595659222	0	0	0	0	0	0
382.2	0.000188089727634237	0	0	0	0	0	0
382.7	0.000186932353400141	0	0	0	0	0	0
383.2	0.000184905843933527	0	0	0	0	0	0
383.6	0.000182902589990123	0	0	0	0	0	0
384.1	0.000180488667246323	0	0	0	0	0	0
384.6	0.000178572094423462	0	0	0	0	0	0
385	0.000177754951445769	0	0	0	0	0	0
385.5	0.000174454679324412	0	0	0	0	0	0
386	0.000173497804284558	0	0	0	0	0	0
386.4	0.000171822309065332	0	0	0	0	0	0
386.9	0.000168847153160431	0	0	0	0	0	0
387.4	0.000166900754916469	0	0	0	0	0	0
