# hypstar_220241_radcal_E_200729.dat							
# E [mW m-2 nm-1] = DN / inttime * 1000 * cal_coef							
# vnir_wl	vnir_cal_coef	vnir_u_sys(k=2)	vnir_u_rnd(k=2)	swir_wl	swir_cal_coef	swir_u_sys(k=2)	swir_u_rnd(k=2)
238.8	0	0	0	1430.1	0.00438048945020898	0	0
239.2	0	0	0	1433.1	0.00437399127990306	0	0
239.7	0	0	0	1436.2	0.00436204560099536	0	0
240.1	0	0	0	1439.2	0.00434728947935798	0	0
240.6	0	0	0	1442.2	0.00434129428672141	0	0
241	0	0	0	1445.2	0.00433814272385864	0	0
241.4	0	0	0	1448.2	0.00432657213050401	0	0
241.9	0	0	0	1451.2	0.00432121909214245	0	0
242.3	0	0	0	1454.2	0.00431615044780238	0	0
242.8	0	0	0	1457.2	0.00431668758630612	0	0
243.2	0	0	0	1460.1	0.00433002408904273	0	0
243.7	0	0	0	1463.1	0.00434070286354059	0	0
244.1	0	0	0	1466.1	0.0043506986905984	0	0
244.5	0	0	0	1469.1	0.00435615096131817	0	0
245	0	0	0	1472	0.00436868517447692	0	0
245.4	0	0	0	1475	0.00437621524655448	0	0
245.9	0	0	0	1477.9	0.00437777005762076	0	0
246.3	0	0	0	1480.9	0.00438765721637874	0	0
246.8	0	0	0	1483.8	0.00438669577390521	0	0
247.2	0	0	0	1486.8	0.0043952213796594	0	0
247.7	0	0	0	1489.7	0.00440315135178782	0	0
248.1	0	0	0	1492.6	0.0044100334452001	0	0
248.5	0	0	0	1495.6	0.00441492332846694	0	0
249	0	0	0	1498.5	0.00442852516567723	0	0
249.4	0	0	0	1501.4	0.00443768250459838	0	0
249.9	0	0	0	1504.3	0.00445716336645621	0	0
250.3	0.00204063900300735	0	0	1507.2	0.00447435451999	0	0
250.8	0.00238134747811821	0	0	1510.1	0.00448441755370946	0	0
251.2	0.00228028872885859	0	0	1513	0.00450065336385204	0	0
251.7	0.0022575702766978	0	0	1515.9	0.00451449022704276	0	0
252.1	0.00246419985884257	0	0	1518.8	0.00453273492651794	0	0
252.6	0.00280926245416175	0	0	1521.7	0.0045466607271399	0	0
253	0.00296869681356188	0	0	1524.6	0.00455357821010109	0	0
253.4	0.00259086394846424	0	0	1527.4	0.00457352146198179	0	0
253.9	0.00268565425822495	0	0	1530.3	0.00458674055243986	0	0
254.3	0.00326736228010087	0	0	1533.2	0.00460158197864173	0	0
254.8	0.00283133520058045	0	0	1536	0.00462071309364598	0	0
255.2	0.00272166153628541	0	0	1538.9	0.00463027396079843	0	0
255.7	0.00272858355700335	0	0	1541.7	0.00465426485238853	0	0
256.1	0.00291926126106632	0	0	1544.6	0.00467035810351893	0	0
256.6	0.00286946840076091	0	0	1547.4	0.0046868698649966	0	0
257	0.00330239919926945	0	0	1550.2	0.00471077999354018	0	0
257.5	0.00327425041570215	0	0	1553.1	0.00472800547797421	0	0
257.9	0.00364029983596938	0	0	1555.9	0.00474968425576861	0	0
258.4	0.003278058358562	0	0	1558.7	0.00476668755122383	0	0
258.8	0.00367013225371439	0	0	1561.5	0.00478729704603282	0	0
259.2	0.00328503603621991	0	0	1564.3	0.0048078731673279	0	0
259.7	0.00400935777966136	0	0	1567.1	0.00482915208944689	0	0
260.1	0.00356466096849837	0	0	1569.9	0.0048490625354035	0	0
260.6	0.00360782122122263	0	0	1572.7	0.00487268896837025	0	0
261	0.00401895518845501	0	0	1575.5	0.00489760657924493	0	0
261.5	0.00401651725961574	0	0	1578.3	0.00492634875803377	0	0
261.9	0.00388729339712712	0	0	1581	0.00495345532204781	0	0
262.4	0.00396830896422704	0	0	1583.8	0.00498637052031519	0	0
262.8	0.00425158827954136	0	0	1586.6	0.0050219434400683	0	0
263.3	0.00416640829023735	0	0	1589.3	0.00505126553741798	0	0
263.7	0.00414235503579647	0	0	1592.1	0.00508949878804543	0	0
264.2	0.00473869775601466	0	0	1594.8	0.00512342935365327	0	0
264.6	0.0043920825523746	0	0	1597.6	0.00515629578285585	0	0
265.1	0.00476481305735348	0	0	1600.3	0.00520657637411601	0	0
265.5	0.00468075334070698	0	0	1603	0.00523870441575429	0	0
266	0.00460448528426096	0	0	1605.8	0.00528184336820781	0	0
266.4	0.00441524052740257	0	0	1608.5	0.00531717773342259	0	0
266.9	0.00508394016622596	0	0	1611.2	0.00536800142818893	0	0
267.3	0.0051816979147606	0	0	1613.9	0.00540239447062547	0	0
267.8	0.00497235248925357	0	0	1616.6	0.0054493808467724	0	0
268.2	0.00495001123282845	0	0	1619.3	0.0054974779206136	0	0
268.7	0.00586005776086544	0	0	1622	0.0055543472860088	0	0
269.1	0.00494095090860966	0	0	1624.7	0.00561612319780982	0	0
269.5	0.00539383968730741	0	0	1627.4	0.0056822531292831	0	0
270	0.00490589669547441	0	0	1630.1	0.00575531887059027	0	0
270.4	0.00565674453480827	0	0	1632.7	0.00585139315790556	0	0
270.9	0.00538321520535162	0	0	1635.4	0.00595937155710253	0	0
271.3	0.00537940359773397	0	0	1638.1	0.00608780323904356	0	0
271.8	0.00567539844955764	0	0	1640.7	0.00627809964670194	0	0
272.2	0.00568583505535953	0	0	1643.4	0.00654634800725539	0	0
272.7	0.00549814636743553	0	0	1646	0.00691608597780774	0	0
273.1	0.00650652566328643	0	0	1648.6	0.00742735286273482	0	0
273.6	0.00568836916801807	0	0	1651.3	0.00813718966866639	0	0
274	0.00589282066338326	0	0	1653.9	0.00911483406465349	0	0
274.5	0.0064142224392611	0	0	1656.5	0.0103862996168956	0	0
274.9	0.00623657397496337	0	0	1659.1	0.0119760437597807	0	0
275.4	0.00591876664634177	0	0	1661.7	0.0139515340471564	0	0
275.8	0.00654700610254458	0	0	1664.4	0.0162788725457443	0	0
276.3	0.00637477001431627	0	0	1667	0.0190267274050954	0	0
276.7	0.0063615273375558	0	0	1669.5	0.02216343236595	0	0
277.2	0.00628523283532903	0	0	1672.1	0.0257853225760019	0	0
277.6	0.00676715475009932	0	0	1674.7	0.0298248266617577	0	0
278.1	0.00692573579374678	0	0	1677.3	0.0344420930759404	0	0
278.5	0.00658645497210369	0	0	1679.9	0.0398149486283027	0	0
279	0.00674967166555106	0	0	0	0	0	0
279.4	0.00644077068019052	0	0	0	0	0	0
279.9	0.0067316785982811	0	0	0	0	0	0
280.3	0.00682689608106591	0	0	0	0	0	0
280.8	0.00730300536059159	0	0	0	0	0	0
281.2	0.00722545625533082	0	0	0	0	0	0
281.7	0.00738946343305861	0	0	0	0	0	0
282.1	0.00663878991598334	0	0	0	0	0	0
282.6	0.00751046616119543	0	0	0	0	0	0
283	0.00778170436740057	0	0	0	0	0	0
283.5	0.0077813232252439	0	0	0	0	0	0
283.9	0.00779062270035518	0	0	0	0	0	0
284.4	0.00804459051370997	0	0	0	0	0	0
284.9	0.00737268037276895	0	0	0	0	0	0
285.3	0.00824988429999659	0	0	0	0	0	0
285.8	0.00771447266840832	0	0	0	0	0	0
286.2	0.00818041001627135	0	0	0	0	0	0
286.7	0.00784548331022658	0	0	0	0	0	0
287.1	0.00815175971924942	0	0	0	0	0	0
287.6	0.00815361523699526	0	0	0	0	0	0
288	0.00863551234471597	0	0	0	0	0	0
288.5	0.00884345259987079	0	0	0	0	0	0
288.9	0.00845179670980568	0	0	0	0	0	0
289.4	0.00824624705654949	0	0	0	0	0	0
289.8	0.00833327770143808	0	0	0	0	0	0
290.3	0.00848295463863044	0	0	0	0	0	0
290.7	0.00887525060930101	0	0	0	0	0	0
291.2	0.0089342646811114	0	0	0	0	0	0
291.6	0.00881096022992946	0	0	0	0	0	0
292.1	0.00847151738059204	0	0	0	0	0	0
292.5	0.0083817775339542	0	0	0	0	0	0
293	0.00869622394612345	0	0	0	0	0	0
293.4	0.00884603331557673	0	0	0	0	0	0
293.9	0.00951389939505478	0	0	0	0	0	0
294.3	0.00874932923809642	0	0	0	0	0	0
294.8	0.00921953436496547	0	0	0	0	0	0
295.3	0.00966241902041386	0	0	0	0	0	0
295.7	0.00919598571536807	0	0	0	0	0	0
296.2	0.00895941397748889	0	0	0	0	0	0
296.6	0.00906581957753572	0	0	0	0	0	0
297.1	0.00967870535828746	0	0	0	0	0	0
297.5	0.00933967348650451	0	0	0	0	0	0
298	0.00905594112782393	0	0	0	0	0	0
298.4	0.00900502576433025	0	0	0	0	0	0
298.9	0.00941889746637451	0	0	0	0	0	0
299.3	0.00932397721913677	0	0	0	0	0	0
299.8	0.00935004518518422	0	0	0	0	0	0
300.2	0.00959604338761719	0	0	0	0	0	0
300.7	0.00971141375134753	0	0	0	0	0	0
301.2	0.0100269345780524	0	0	0	0	0	0
301.6	0.00933224455144276	0	0	0	0	0	0
302.1	0.00994041447991792	0	0	0	0	0	0
302.5	0.00957407632482545	0	0	0	0	0	0
303	0.00976644204670697	0	0	0	0	0	0
303.4	0.00981374113569514	0	0	0	0	0	0
303.9	0.00973160249748863	0	0	0	0	0	0
304.3	0.0101897139745155	0	0	0	0	0	0
304.8	0.00948097717271136	0	0	0	0	0	0
305.2	0.00979037366122311	0	0	0	0	0	0
305.7	0.00989983334641434	0	0	0	0	0	0
306.2	0.0100743712713053	0	0	0	0	0	0
306.6	0.0100505480615541	0	0	0	0	0	0
307.1	0.0101697242948703	0	0	0	0	0	0
307.5	0.0104297397368608	0	0	0	0	0	0
308	0.00983082855394087	0	0	0	0	0	0
308.4	0.0100160597554389	0	0	0	0	0	0
308.9	0.010097186626957	0	0	0	0	0	0
309.3	0.00964514776914912	0	0	0	0	0	0
309.8	0.0102617911324289	0	0	0	0	0	0
310.3	0.0101921351679915	0	0	0	0	0	0
310.7	0.0101960989835128	0	0	0	0	0	0
311.2	0.0104170308299089	0	0	0	0	0	0
311.6	0.00995950686138575	0	0	0	0	0	0
312.1	0.0105158108444318	0	0	0	0	0	0
312.5	0.0105314248125407	0	0	0	0	0	0
313	0.0106245839619849	0	0	0	0	0	0
313.4	0.0107212148793091	0	0	0	0	0	0
313.9	0.0104180119832528	0	0	0	0	0	0
314.4	0.0113610478035395	0	0	0	0	0	0
314.8	0.0109568401384349	0	0	0	0	0	0
315.3	0.0111292915567177	0	0	0	0	0	0
315.7	0.0111870763181456	0	0	0	0	0	0
316.2	0.0111977160921105	0	0	0	0	0	0
316.6	0.0113406837401281	0	0	0	0	0	0
317.1	0.0112621540517123	0	0	0	0	0	0
317.6	0.0112646779215836	0	0	0	0	0	0
318	0.0112741361117852	0	0	0	0	0	0
318.5	0.0115736133499493	0	0	0	0	0	0
318.9	0.011752285611053	0	0	0	0	0	0
319.4	0.0118057251807607	0	0	0	0	0	0
319.8	0.0117245666693194	0	0	0	0	0	0
320.3	0.0119183430089705	0	0	0	0	0	0
320.8	0.0121716711490162	0	0	0	0	0	0
321.2	0.0124681238555197	0	0	0	0	0	0
321.7	0.01217791641391	0	0	0	0	0	0
322.1	0.0125073778320731	0	0	0	0	0	0
322.6	0.0122458654361918	0	0	0	0	0	0
323	0.0125674772456413	0	0	0	0	0	0
323.5	0.0126686433922899	0	0	0	0	0	0
324	0.0132678727285393	0	0	0	0	0	0
324.4	0.0128459663387423	0	0	0	0	0	0
324.9	0.0125861032532598	0	0	0	0	0	0
325.3	0.0132237387613421	0	0	0	0	0	0
325.8	0.0128671987119782	0	0	0	0	0	0
326.2	0.0131923606807686	0	0	0	0	0	0
326.7	0.0136042348225729	0	0	0	0	0	0
327.2	0.0133410130459938	0	0	0	0	0	0
327.6	0.0143798698300055	0	0	0	0	0	0
328.1	0.0137793436022238	0	0	0	0	0	0
328.5	0.0138446217961917	0	0	0	0	0	0
329	0.0142758113569331	0	0	0	0	0	0
329.5	0.0143158847567112	0	0	0	0	0	0
329.9	0.014313609940643	0	0	0	0	0	0
330.4	0.0146055913463086	0	0	0	0	0	0
330.8	0.0146658688086187	0	0	0	0	0	0
331.3	0.0147204156300672	0	0	0	0	0	0
331.8	0.014566613491451	0	0	0	0	0	0
332.2	0.0152993624898543	0	0	0	0	0	0
332.7	0.0152513847472976	0	0	0	0	0	0
333.1	0.0153288229088301	0	0	0	0	0	0
333.6	0.0153168899633183	0	0	0	0	0	0
334	0.0153013513357244	0	0	0	0	0	0
334.5	0.01557178558249	0	0	0	0	0	0
335	0.0157799448719706	0	0	0	0	0	0
335.4	0.0158045143859464	0	0	0	0	0	0
335.9	0.0154027441346537	0	0	0	0	0	0
336.3	0.0154194211971567	0	0	0	0	0	0
336.8	0.0153632372186914	0	0	0	0	0	0
337.3	0.0157890389647597	0	0	0	0	0	0
337.7	0.0157739433507273	0	0	0	0	0	0
338.2	0.0157936749782731	0	0	0	0	0	0
338.6	0.0157306334063004	0	0	0	0	0	0
339.1	0.0155915741998159	0	0	0	0	0	0
339.6	0.0148447380699412	0	0	0	0	0	0
340	0.0147487872513243	0	0	0	0	0	0
340.5	0.0154466920625243	0	0	0	0	0	0
340.9	0.0151545827878909	0	0	0	0	0	0
341.4	0.0153300230017433	0	0	0	0	0	0
341.9	0.0151167451250272	0	0	0	0	0	0
342.3	0.0150889805551935	0	0	0	0	0	0
342.8	0.0150259492816438	0	0	0	0	0	0
343.3	0.0154231006255341	0	0	0	0	0	0
343.7	0.0152091374526941	0	0	0	0	0	0
344.2	0.0153892902034675	0	0	0	0	0	0
344.6	0.0151261810386272	0	0	0	0	0	0
345.1	0.0150401287053312	0	0	0	0	0	0
345.6	0.0153384464960112	0	0	0	0	0	0
346	0.0146515008514499	0	0	0	0	0	0
346.5	0.0149929694490325	0	0	0	0	0	0
346.9	0.0146583914823505	0	0	0	0	0	0
347.4	0.014716468074891	0	0	0	0	0	0
347.9	0.0146815341588205	0	0	0	0	0	0
348.3	0.0148521067304605	0	0	0	0	0	0
348.8	0.0147035989571729	0	0	0	0	0	0
349.3	0.0146321739203062	0	0	0	0	0	0
349.7	0.014839679911963	0	0	0	0	0	0
350.2	0.0147272726546978	0	0	0	0	0	0
350.6	0.0149849445483593	0	0	0	0	0	0
351.1	0.01510055200883	0	0	0	0	0	0
351.6	0.0151162175026481	0	0	0	0	0	0
352	0.0149228524440672	0	0	0	0	0	0
352.5	0.0148649538172987	0	0	0	0	0	0
352.9	0.0146073837179175	0	0	0	0	0	0
353.4	0.0140805601747291	0	0	0	0	0	0
353.9	0.0140278246898748	0	0	0	0	0	0
354.3	0.0137272244676571	0	0	0	0	0	0
354.8	0.0134843744491073	0	0	0	0	0	0
355.3	0.0131979948355994	0	0	0	0	0	0
355.7	0.0128349138472599	0	0	0	0	0	0
356.2	0.0129649709804903	0	0	0	0	0	0
356.7	0.0125611156135514	0	0	0	0	0	0
357.1	0.0122950148749118	0	0	0	0	0	0
357.6	0.0122249831754759	0	0	0	0	0	0
358	0.0122730918735196	0	0	0	0	0	0
358.5	0.0123427832233644	0	0	0	0	0	0
359	0.0129993797454772	0	0	0	0	0	0
359.4	0.013079612285907	0	0	0	0	0	0
359.9	0.0130857708579205	0	0	0	0	0	0
360.4	0.0133379007797852	0	0	0	0	0	0
360.8	0.0137334453044141	0	0	0	0	0	0
361.3	0.0139833548430879	0	0	0	0	0	0
361.7	0.0142056179458979	0	0	0	0	0	0
362.2	0.014382344920314	0	0	0	0	0	0
362.7	0.0149946433898414	0	0	0	0	0	0
363.1	0.0153593624799165	0	0	0	0	0	0
363.6	0.015516721661923	0	0	0	0	0	0
364.1	0.016275465161338	0	0	0	0	0	0
364.5	0.0165295142893695	0	0	0	0	0	0
365	0.0171587298233818	0	0	0	0	0	0
365.5	0.0172899177053944	0	0	0	0	0	0
365.9	0.0170214224256494	0	0	0	0	0	0
366.4	0.0162175540663471	0	0	0	0	0	0
366.9	0.0156736418166957	0	0	0	0	0	0
367.3	0.015031685737382	0	0	0	0	0	0
367.8	0.0146005397661305	0	0	0	0	0	0
368.2	0.0137723487798063	0	0	0	0	0	0
368.7	0.0132384057786067	0	0	0	0	0	0
369.2	0.0128469707253512	0	0	0	0	0	0
369.6	0.0125225055373394	0	0	0	0	0	0
370.1	0.012159786435854	0	0	0	0	0	0
370.6	0.0119712643858576	0	0	0	0	0	0
371	0.011630006392189	0	0	0	0	0	0
371.5	0.01160657302299	0	0	0	0	0	0
372	0.0116115165909207	0	0	0	0	0	0
372.4	0.0118024499868035	0	0	0	0	0	0
372.9	0.0120538889732571	0	0	0	0	0	0
373.4	0.0122115966259936	0	0	0	0	0	0
373.8	0.0122639867690535	0	0	0	0	0	0
374.3	0.0125185897449962	0	0	0	0	0	0
374.8	0.0124019993454025	0	0	0	0	0	0
375.2	0.0124309066347405	0	0	0	0	0	0
375.7	0.0126321616232057	0	0	0	0	0	0
376.2	0.0124445146184273	0	0	0	0	0	0
376.6	0.0123974301943414	0	0	0	0	0	0
377.1	0.012473233717971	0	0	0	0	0	0
377.6	0.0125086498452507	0	0	0	0	0	0
378	0.012372845934253	0	0	0	0	0	0
378.5	0.0122861393672989	0	0	0	0	0	0
379	0.0123514848261482	0	0	0	0	0	0
379.4	0.0122912637908472	0	0	0	0	0	0
379.9	0.0121564570370931	0	0	0	0	0	0
380.4	0.0120474176604788	0	0	0	0	0	0
380.8	0.0120757922694337	0	0	0	0	0	0
381.3	0.0120381223989032	0	0	0	0	0	0
381.8	0.011827049772688	0	0	0	0	0	0
382.2	0.0116444426117646	0	0	0	0	0	0
382.7	0.0115458130474615	0	0	0	0	0	0
383.2	0.0113703972722703	0	0	0	0	0	0
383.6	0.0113384538077717	0	0	0	0	0	0
384.1	0.0111221413011921	0	0	0	0	0	0
384.6	0.0108721180214544	0	0	0	0	0	0
385	0.010833834857622	0	0	0	0	0	0
385.5	0.0106919230828489	0	0	0	0	0	0
386	0.0105142987141015	0	0	0	0	0	0
386.4	0.0103558037022445	0	0	0	0	0	0
386.9	0.0102250027806177	0	0	0	0	0	0
387.4	0.010130850403473	0	0	0	0	0	0
387.8	0.0100517501898321	0	0	0	0	0	0
388.3	0.00985182363264096	0	0	0	0	0	0
388.8	0.00966656071136767	0	0	0	0	0	0
389.2	0.00948073805155516	0	0	0	0	0	0
389.7	0.00938852433663501	0	0	0	0	0	0
390.2	0.0092511226132961	0	0	0	0	0	0
390.6	0.00917172483044918	0	0	0	0	0	0
391.1	0.00903308910376181	0	0	0	0	0	0
391.6	0.00892496038499809	0	0	0	0	0	0
