# hypstar_220241_nonlin_corr_coefs_200728.dat	
# Polynomial coefficients for nonlinearity correction factor	
# Corrected_DN = DN / (c0 + c1 * DN + c2 * DN^2 + ...)	
# row1 - c0, row2 - c1, ...	
#VNIR	SWIR
0.999974636206889	1.0000031064962
2.03510001171031e-07	-2.88525248644623e-07
-3.93346270309009e-12	2.6784485141435e-10
-2.1794724610542e-16	-3.66158794480753e-14
0	2.29556519885177e-18
0	-7.56263760209491e-23
0	1.35468604241498e-27
0	-1.24947370751942e-32
0	4.64682922951282e-38
