# hypstar_221461_radcal_L_220104_swir.dat
# File was created 2022-01-06 16:11:49 UTC
#
# Calibrated by Joel Kuusk, Tartu Observatory, University of Tartu, 2022-01-04
#
# Applied corrections:
# nonlinearity	hypstar_221461_nonlin_corr_coefs_220105.dat
# wavelength	hypstar_221461_wl_coefs_220105.dat
# thermal	none
# stray light	none
#
# L [mW m-2 nm-1 sr-1] = DN / inttime_ms * 1000 * cal_coef
# Pixel counting starts from 0
#
# px	wl	cal_coef	u_cal_coef(k=2)	u_lamp(k=1)	u_aging(k=1)	u_power(k=1)	u_align_lamp(k=1)	u_panel(k=1)	u_interp_panel(k=1)	u_align_panel(k=1)	u_wl_source(k=1)	u_lab_stray(k=1)	u_panel_backrefl(k=1)	u_dist(k=1)	u_align(k=1)	u_temp(k=1)	u_lin(k=1)	u_stray(k=1)	u_typeA(k=1)
0	882.43	5.62135e-04	1.54	0.613	0.130	0.0345	0.100	0.150	0.100	0.100	0.000503	0.100	0.100	0.120	0.100	0.300	0.115	0	0.00773
1	886.04	4.70311e-04	1.54	0.613	0.130	0.0343	0.100	0.150	0.100	0.100	0.000164	0.100	0.100	0.120	0.100	0.300	0.115	0	0.00727
2	889.65	4.47011e-04	1.54	0.613	0.130	0.0342	0.100	0.150	0.100	0.100	0.000179	0.100	0.100	0.120	0.100	0.300	0.115	0	0.00624
3	893.25	4.2918e-04	1.54	0.613	0.130	0.0340	0.100	0.150	0.100	0.100	0.000647	0.100	0.100	0.120	0.100	0.300	0.115	0	0.00574
4	896.85	4.11542e-04	1.54	0.613	0.130	0.0339	0.100	0.150	0.100	0.100	0.000995	0.100	0.100	0.120	0.100	0.300	0.115	0	0.00581
5	900.46	3.93434e-04	3.63	1.76	0.130	0.0338	0.100	0.150	0.100	0.100	0.000359	0.100	0.100	0.120	0.100	0.300	0.115	0	0.00622
6	904.05	3.77748e-04	3.63	1.76	0.130	0.0336	0.100	0.150	0.100	0.100	0.000182	0.100	0.100	0.120	0.100	0.300	0.115	0	0.00547
7	907.65	3.61317e-04	3.63	1.76	0.130	0.0335	0.100	0.150	0.100	0.100	0.00000746	0.100	0.100	0.120	0.100	0.300	0.115	0	0.00549
8	911.24	3.43438e-04	3.63	1.76	0.130	0.0334	0.100	0.150	0.100	0.100	0.0000166	0.100	0.100	0.120	0.100	0.300	0.115	0	0.00476
9	914.83	3.21827e-04	3.63	1.76	0.130	0.0332	0.100	0.150	0.100	0.100	0.000185	0.100	0.100	0.120	0.100	0.300	0.115	0	0.00496
10	918.42	2.91439e-04	3.63	1.76	0.130	0.0331	0.100	0.150	0.100	0.100	0.000351	0.100	0.100	0.120	0.100	0.300	0.115	0	0.00459
11	922.01	2.59378e-04	3.63	1.76	0.130	0.0330	0.100	0.150	0.100	0.100	0.000392	0.100	0.100	0.120	0.100	0.300	0.115	0	0.00422
12	925.59	2.35876e-04	3.63	1.76	0.130	0.0328	0.100	0.150	0.100	0.100	0.000552	0.100	0.100	0.120	0.100	0.300	0.115	0	0.00382
13	929.17	2.21937e-04	3.63	1.76	0.130	0.0327	0.100	0.150	0.100	0.100	0.000711	0.100	0.100	0.120	0.100	0.300	0.115	0	0.00338
14	932.75	2.12395e-04	3.63	1.76	0.130	0.0326	0.100	0.150	0.100	0.100	0.00123	0.100	0.100	0.120	0.100	0.300	0.115	0	0.00330
15	936.32	2.05535e-04	3.63	1.76	0.130	0.0325	0.100	0.150	0.100	0.100	0.00138	0.100	0.100	0.120	0.100	0.300	0.115	0	0.00302
16	939.90	2.00872e-04	3.63	1.76	0.130	0.0323	0.100	0.150	0.100	0.100	0.00150	0.100	0.100	0.120	0.100	0.300	0.115	0	0.00324
17	943.47	1.97426e-04	3.63	1.76	0.130	0.0322	0.100	0.150	0.100	0.100	0.00135	0.100	0.100	0.120	0.100	0.300	0.115	0	0.00318
18	947.03	1.94204e-04	3.63	1.76	0.130	0.0321	0.100	0.150	0.100	0.100	0.00150	0.100	0.100	0.120	0.100	0.300	0.115	0	0.00342
19	950.60	1.90866e-04	3.63	1.76	0.130	0.0320	0.100	0.150	0.100	0.100	0.00147	0.100	0.100	0.120	0.100	0.300	0.115	0	0.00294
20	954.16	1.88149e-04	3.63	1.76	0.130	0.0319	0.100	0.150	0.100	0.100	0.00161	0.100	0.100	0.120	0.100	0.300	0.115	0	0.00319
21	957.72	1.85772e-04	3.63	1.76	0.130	0.0317	0.100	0.150	0.100	0.100	0.00175	0.100	0.100	0.120	0.100	0.300	0.115	0	0.00308
22	961.28	1.82818e-04	3.63	1.76	0.130	0.0316	0.100	0.150	0.100	0.100	0.00210	0.100	0.100	0.120	0.100	0.300	0.115	0	0.00279
23	964.83	1.79048e-04	3.63	1.76	0.130	0.0315	0.100	0.150	0.100	0.100	0.00223	0.100	0.100	0.120	0.100	0.300	0.115	0	0.00288
24	968.38	1.75684e-04	3.63	1.76	0.130	0.0314	0.100	0.150	0.100	0.100	0.00237	0.100	0.100	0.120	0.100	0.300	0.115	0	0.00307
25	971.93	1.72822e-04	3.63	1.76	0.130	0.0313	0.100	0.150	0.100	0.100	0.00269	0.100	0.100	0.120	0.100	0.300	0.115	0	0.00298
26	975.47	1.70427e-04	3.63	1.76	0.130	0.0312	0.100	0.150	0.100	0.100	0.00282	0.100	0.100	0.120	0.100	0.300	0.115	0	0.00280
27	979.02	1.6735e-04	3.63	1.76	0.130	0.0311	0.100	0.150	0.100	0.100	0.00295	0.100	0.100	0.120	0.100	0.300	0.115	0	0.00286
28	982.55	1.6426e-04	3.63	1.76	0.130	0.0309	0.100	0.150	0.100	0.100	0.00293	0.100	0.100	0.120	0.100	0.300	0.115	0	0.00299
29	986.09	1.61675e-04	3.63	1.76	0.130	0.0308	0.100	0.150	0.100	0.100	0.00305	0.100	0.100	0.120	0.100	0.300	0.115	0	0.00292
30	989.63	1.59714e-04	3.63	1.76	0.130	0.0307	0.100	0.150	0.100	0.100	0.00317	0.100	0.100	0.120	0.100	0.300	0.115	0	0.00307
31	993.16	1.58001e-04	3.63	1.76	0.130	0.0306	0.100	0.150	0.100	0.100	0.00297	0.100	0.100	0.120	0.100	0.300	0.115	0	0.00273
32	996.68	1.55772e-04	3.63	1.76	0.130	0.0305	0.100	0.150	0.100	0.100	0.00309	0.100	0.100	0.120	0.100	0.300	0.115	0	0.00273
33	1000.21	1.53337e-04	3.62	1.75	0.130	0.0304	0.100	0.150	0.100	0.100	0.00346	0.100	0.100	0.120	0.100	0.300	0.115	0	0.00283
34	1003.73	1.51362e-04	3.48	1.68	0.130	0.0303	0.100	0.150	0.100	0.100	0.00357	0.100	0.100	0.120	0.100	0.300	0.115	0	0.00284
35	1007.25	1.49955e-04	3.34	1.60	0.130	0.0302	0.100	0.150	0.100	0.100	0.00368	0.100	0.100	0.120	0.100	0.300	0.115	0	0.00277
36	1010.77	1.49163e-04	3.23	1.54	0.130	0.0301	0.100	0.150	0.100	0.100	0.00399	0.100	0.100	0.120	0.100	0.300	0.115	0	0.00263
37	1014.28	1.47633e-04	3.23	1.54	0.130	0.0300	0.100	0.150	0.100	0.100	0.00410	0.100	0.100	0.120	0.100	0.300	0.115	0	0.00275
38	1017.79	1.45904e-04	3.23	1.54	0.130	0.0299	0.100	0.150	0.100	0.100	0.00420	0.100	0.100	0.120	0.100	0.300	0.115	0	0.00278
39	1021.30	1.44342e-04	3.23	1.54	0.130	0.0298	0.100	0.150	0.100	0.100	0.00417	0.100	0.100	0.120	0.100	0.300	0.115	0	0.00269
40	1024.80	1.43123e-04	3.23	1.54	0.130	0.0297	0.100	0.150	0.100	0.100	0.00428	0.100	0.100	0.120	0.100	0.300	0.115	0	0.00260
