# hypstar_221233_nonlin_corr_coefs_210715.dat	
# Polynomial coefficients for nonlinearity correction factor	
# Corrected_DN = DN / (c0 + c1 * DN + c2 * DN^2 + ...)	
# Uncertainty related to nonlinearity (percent, k=2):	
# u_VNIR	0.39
# u_SWIR	0.61
# row1 - c0, row2 - c1, ...	
#VNIR	SWIR
0.999404142515372	1.0000815581959
4.19932668139301e-07	-7.38835885270996e-06
-6.73273107039351e-11	7.59698525085789e-09
4.63562485449433e-15	-2.23381365728506e-12
-1.75213389166653e-19	3.42478984512865e-16
2.9274914264552e-24	-3.15607793206773e-20
-1.83255021188188e-29	1.864797596778e-24
0	-7.29400045843197e-29
0	1.90753185733236e-33
0	-3.29658951387306e-38
0	3.61143860629572e-43
0	-2.27087916872316e-48
0	6.240956738034e-54
