# hypstar_120242_nonlin_corr_coefs_200903.dat	
# Polynomial coefficients for nonlinearity correction factor	
# Corrected_DN = DN / (c0 + c1 * DN + c2 * DN^2 + ...)	
# Uncertainty related to nonlinearity (percent, k=2):	
# u_VNIR	0.38
# u_SWIR	NA
# row1 - c0, row2 - c1, ...	
#VNIR	SWIR
0.999633710198762	0
2.43237749232689e-07	0
-3.99517947105229e-11	0
3.23576462713111e-15	0
-1.29626872224607e-19	0
2.13882480321271e-24	0
-1.28448030583075e-29	0
0	0
0	0
0	0
0	0
0	0
0	0
