# hypstar_220261_nonlin_corr_coefs_220105.dat	
# Polynomial coefficients for nonlinearity correction factor	
# Corrected_DN = DN / (c0 + c1 * DN + c2 * DN^2 + ...)	
# Uncertainty related to nonlinearity (percent, k=2):	
# u_VNIR	0.40
# u_SWIR	0.16
# row1 - c0, row2 - c1, ...	
#VNIR	SWIR
0.999805240568049	0.999992708193148
1.0426592502867e-07	3.75764934247534e-06
-1.24658041916784e-11	-1.55704417805459e-09
1.05533892656773e-15	3.96600528233542e-13
-6.01057828286007e-20	-5.66310427906765e-17
1.15891775844805e-24	4.87996812960435e-21
-7.88499699481869e-30	-2.69249138465255e-25
0	9.847282606982e-30
0	-2.4164221912299e-34
0	3.93593238805197e-39
0	-4.08259317391964e-44
0	2.44119052185327e-49
0	-6.40485043242754e-55
